Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","01445","Sunflower seed","2023","2023","1000 USD","0","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","21631.01","Sunflower-seed oil, crude","2023","2023","1000 USD","302","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","21523","Tallow","2023","2023","1000 USD","0","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","01620","Tea leaves","2023","2023","1000 USD","43","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","F0473","Vegetables frozen","2023","2023","1000 USD","80","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","F0472","Vegetables preserved nes (o/t vinegar)","2023","2023","1000 USD","1659","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","21393.90","Vegetables, dehydrated","2023","2023","1000 USD","158","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","21429.02","Walnuts, shelled","2023","2023","1000 USD","19","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","0111","Wheat","2023","2023","1000 USD","15352","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","23110","Wheat and meslin flour","2023","2023","1000 USD","561","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","24212.02","Wine","2023","2023","1000 USD","1089","E","Estimated value"
TI,"Trade Indices","108","Burundi","64","Import Value Base Period Quantity","22230.01","Yoghurt","2023","2023","1000 USD","11","E","Estimated value"
